budget;genres;id;popularity;release_date;revenue;runtime;tagline;title;vote_average;vote_count
68000000;"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]";10003;20.913852;1997-04-03;118063304;116;Never reveal your name. Never turn your back. Never surrender your heart.;The Saint;5.9;302
92000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]";1535;27.166757;2001-11-18;143049560;126;It's not how you play the game. It's how the game plays you.;Spy Game;6.8;579
90000000;"[{""id"": 878, ""name"": ""Science Fiction""}]";2067;16.058284;2000-03-10;60874615;114;Let There Be Life.;Mission to Mars;5.7;369
90000000;"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]";46195;46.200042;2011-04-03;484635760;96;1 out of every 8 Americans is afraid of flying. Most of them don't have feathers.;Rio;6.5;2166
100000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]";2277;24.939295;1999-12-17;93700000;131;One robot's 200 year journey to become an ordinary man.;Bicentennial Man;6.9;963
90000000;"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]";10357;19.836124;1997-04-25;0;104;The coast is toast;Volcano;5.2;376
90000000;"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]";4477;15.350451;1997-03-12;140807547;107;They come from different worlds. They fight for different causes. Now, two men from opposite sides of the law are about to go to war.;The Devil's Own;5.9;290
100000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]";8665;15.625949;2002-07-19;35168966;138;Fate has found its hero.;K-19: The Widowmaker;6.1;264
20000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]";9387;31.802807;1982-04-02;79114085;129;Thief. Warrior. Gladiator. King.;Conan the Barbarian;6.6;650
88000000;"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]";921;24.100863;2005-06-02;108539911;144;One man's extraordinary fight to save the family he loved.;Cinderella Man;7.3;616
90000000;"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}]";49852;3.593349;2010-11-24;16178959;110;;The Nutcracker: The Untold Story;5.4;50
87000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]";4464;14.824166;2003-07-22;148336445;141;The hopes of a nation rode on a long shot.;Seabiscuit;6.7;216
92000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]";664;32.079995;1996-05-10;494471524;113;The Dark Side of Nature.;Twister;6.1;950
90000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]";8358;57.739713;2000-12-22;429632142;143;At the edge of the world, his journey begins.;Cast Away;7.5;3218
100000000;"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}]";9836;37.272385;2006-11-16;384335608;108;WARNING: May Cause Toe-Tapping.;Happy Feet;5.9;1410
75000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]";2502;53.213931;2004-07-23;288500217;108;They should have left him alone.;The Bourne Supremacy;7.2;2825
85000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]";9772;36.38795;1997-07-25;315156409;124;The fate of a nation rests on the courage of one man.;Air Force One;6.2;840
85000000;"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]";161;60.929352;2001-12-07;450717150;116;Are you in or out?;Ocean's Eleven;7.2;3783
75000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]";52451;36.605246;2011-08-31;132274484;110;Every legend has a new beginning.;The Three Musketeers;5.6;924
85000000;"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]";76492;56.257411;2012-09-20;358375603;91;Where monsters go to get away from it all;Hotel Transylvania;6.8;2566
85000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]";4523;29.21998;2007-11-20;340487652;107;This fairytale princess is about to meet a real Prince Charming;Enchanted;6.6;1449
85000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]";59961;34.773106;2012-02-09;208076205;115;No one is safe;Safe House;6.3;1345
85000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]";10481;9.895061;2000-10-07;183611771;100;Meet Two Unlikely Heroes With A Bone To Pick.;102 Dalmatians;5.1;313
75000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]";59108;36.743324;2011-11-02;152930623;104;Ordinary guys. An extraordinary robbery.;Tower Heist;5.8;932
85000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]";1581;44.967453;2006-12-08;194168700;136;It's Christmas Eve and we are going to go celebrate being young and being alive.;The Holiday;6.7;1225
90000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]";9798;41.207568;1998-11-20;250649836;132;It's not paranoia if they're really after you.;Enemy of the State;6.7;1240
85000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]";22897;16.479851;2009-12-23;219103655;121;First comes marriage. Then comes divorce. And then...;It's Complicated;6.2;360
85000000;"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]";298;42.069993;2007-06-07;311312624;122;What are the odds of getting even? 13 to one.;Ocean's Thirteen;6.5;1999
85000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]";7484;26.61951;2006-09-29;197309027;83;One Fur All & All Fur One;Open Season;6.1;656
85000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]";157350;80.316463;2014-03-14;288747895;139;What makes you different makes you dangerous.;Divergent;6.9;4663
68000000;"[{""id"": 10752, ""name"": ""War""}]";853;41.273567;2001-03-13;96976270;131;Some Men Are Born To Be Heroes.;Enemy at the Gates;7.2;999
85000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]";10159;24.107835;2003-09-26;80916492;104;cut to the chase;The Rundown;6.4;514
85000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]";9593;32.044191;1993-06-18;137298489;130;This isn't the movies anymore.;Last Action Hero;6.1;712
85000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]";9615;8.282876;2006-06-03;158468292;104;On the streets of Tokyo, speed needs no translation...;The Fast and the Furious: Tokyo Drift;6.1;1705
0;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]";51052;19.83683;2011-02-22;0;97;Ever wonder how 2 Billion presents get delivered all in 1 night?;Arthur Christmas;6.7;333
90000000;"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]";297;36.069611;1998-11-12;142940100;178;Sooner or later everyone does.;Meet Joe Black;6.9;1147
85000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]";9884;18.827753;2002-02-06;78382433;108;What would you do if you lost everything?;Collateral Damage;5.5;427
0;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]";16858;5.159407;1979-12-20;37823676;123;All that work. All that glitter. All that pain. All that love. All that crazy rhythm. All that jazz.;All That Jazz;7.3;85
85000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}]";62764;48.126297;2012-03-15;183018522;106;The Snow White legend comes alive.;Mirror Mirror;5.5;1114
60000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]";22538;38.885195;2010-07-27;47664559;112;Get the hot girl. Defeat her evil exes. Hit love where it hurts.;Scott Pilgrim vs. the World;7.2;2126
60000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]";9341;29.211255;2003-03-28;74208267;136;Earth has a deadline.;The Core;5.4;516
84000000;"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]";12107;17.783361;2000-07-27;123307945;106;The Klumps are back!;Nutty Professor II: The Klumps;4.7;332
84000000;"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]";9637;31.435539;2002-06-14;275650703;88;Get a Clue;Scooby-Doo;5.4;820
50000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]";49049;57.673932;2012-09-07;41037742;95;Judgement is coming;Dredd;6.6;1940
82500000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]";9339;41.176631;2006-06-22;237681299;107;What If You Had A Remote... That Controlled Your Universe?;Click;6;2104
8000000;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]";16281;13.661289;1982-11-12;21028755;120;The Most Fun You'll Ever Have... BEING SCARED!;Creepshow;6.7;226
85000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]";39691;11.77398;2010-07-30;112483764;82;Just like real spies... only furrier.;Cats & Dogs 2 : The Revenge of Kitty Galore;4.9;119
85000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]";8247;21.218;2008-02-10;222231186;88;anywhere is possible.;Jumper;5.9;1799
85000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]";11253;58.57976;2008-07-11;160388063;120;Saving the world is a hell of a job.;Hellboy II: The Golden Army;6.5;1527
65000000;"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]";1949;51.970905;2007-03-02;84785914;157;There's more than one way to lose your life to a killer.;Zodiac;7.3;2023
82000000;"[{""id"": 878, ""name"": ""Science Fiction""}]";8452;18.447479;2000-11-17;96085477;123;Are You Who You Think You Are;The 6th Day;5.7;595
80000000;"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]";310;109.684788;2003-05-23;484572835;101;In Bruce we trust;Bruce Almighty;6.4;3012
80000000;"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]";27578;77.580661;2010-08-03;274470394;103;Choose Your Weapon.;The Expendables;6;2926
80000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]";954;75.290998;1996-05-22;457696359;110;Expect the Impossible.;Mission: Impossible;6.7;2631
75000000;"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]";70160;68.550698;2012-03-12;691210692;142;May The Odds Be Ever In Your Favor.;The Hunger Games;6.9;9455
80000000;"[{""id"": 35, ""name"": ""Comedy""}]";45243;58.040149;2011-05-25;254455986;102;The Wolfpack Is Back;The Hangover Part II;6.2;3739
80000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]";364;59.113174;1992-06-19;280000000;126;The Bat, the Cat, the Penguin.;Batman Returns;6.6;1673
80000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]";7518;36.32705;2006-04-22;343397247;83;Taking back the neighborhood... One snack at a time.;Over the Hedge;6.3;1074
80000000;"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]";11544;55.659988;2002-06-21;145771527;85;He's coming to our galaxy.;Lilo & Stitch;7.1;1314
85000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]";9986;14.132583;2006-12-15;144000000;97;Something unexpected, unbelievable, unforgettable.;Charlotte's Web;5.8;288
75000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";8656;34.070054;1998-05-08;140464664;120;Heaven and Earth are about to collide.;Deep Impact;5.9;855
84000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]";146216;44.34333;2013-07-18;0;116;The best never rest.;RED 2;6.4;1526
82000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]";9291;26.065735;2005-05-19;190320568;113;If you can't get out, get even.;The Longest Yard;6.2;785
75000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 16, ""name"": ""Animation""}]";55301;23.473004;2011-12-14;342695435;87;This holiday it's gonna get squeaky.;Alvin and the Chipmunks: Chipwrecked;5.4;484
80000000;"[{""id"": 35, ""name"": ""Comedy""}]";109418;45.589568;2013-07-11;246984278;100;Just because they're a little older doesn't mean they've grown up.;Grown Ups 2;5.8;1155
80000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]";11665;23.496054;2008-06-19;230685453;110;Saving The World...And Loving It!;Get Smart;6;1051
80000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]";6964;16.939441;2003-12-12;266728738;128;Schmucks are people too.;Something's Gotta Give;6.3;410
80000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]";11324;81.914696;2010-02-18;294804195;138;Someone is missing.;Shutter Island;7.8;6336
80000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]";12193;19.500893;2008-11-26;163733697;88;His father, her mother, his mother and her father all in one day.;Four Christmases;5.3;331
75000000;"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]";9928;29.558157;2005-03-10;260696994;91;You can shine no matter what you're made of.;Robots;6;1333
80000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]";754;46.075037;1997-06-27;245676146;138;In order to catch him, he must become him.;Face/Off;6.8;1583
80000000;"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]";10202;23.531721;2008-12-24;212874442;99;Whatever they dream up... he has to survive.;Bedtime Stories;5.9;901
80000000;"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]";4147;49.078546;2002-07-12;181001478;117;Pray for Michael Sullivan.;Road to Perdition;7.3;1077
80000000;"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]";50546;37.02665;2011-02-10;214918407;117;Sometimes a guy's best wingman... is a wingwoman;Just Go with It;6.3;1543
75000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]";1701;45.154631;1997-06-01;224012234;115;They were deadly on the ground, Now they have wings;Con Air;6.5;1270
80000000;"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]";13027;46.887983;2008-09-25;178066569;118;Don't walk. Run.;Eagle Eye;6.3;1018
79000000;"[{""id"": 18, ""name"": ""Drama""}]";2289;24.598479;2003-12-24;173013509;154;Find the strength. Find the courage. No matter what it takes... find the way home.;Cold Mountain;6.7;533
80000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]";20504;32.363538;2010-01-14;157107755;118;Some will kill to have it. He will kill to protect it.;The Book of Eli;6.6;2164
80000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]";9574;11.50396;1997-11-26;177977226;93;Catch it if you can!;Flubber;5.3;695
80000000;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 9648, ""name"": ""Mystery""}]";11618;19.375768;1999-07-23;91188905;113;Some houses are born bad.;The Haunting;5.2;369
80000000;"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]";2300;36.125715;1996-11-15;250200000;88;Get ready to jam.;Space Jam;6.5;1288
0;"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10751, ""name"": ""Family""}]";12096;25.450534;2006-01-18;0;93;Pardon His French.;The Pink Panther;5.6;550
80000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]";10200;41.890722;2008-12-10;233093859;104;12.12.08 is the Day the Earth Stood Still;The Day the Earth Stood Still;5.2;1043
75000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]";8834;22.179658;1997-08-07;136982834;135;What if your most paranoid nightmares had just come true?;Conspiracy Theory;6.5;431
68000000;"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]";228150;139.575085;2014-10-15;211817906;135;War never ends quietly.;Fury;7.4;3946
70000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]";6068;18.264635;1998-06-12;164000000;98;After this week in paradise, they’re going to need a vacation.;Six Days Seven Nights;5.6;332
80000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}]";41515;11.187696;2010-12-11;201584141;80;Life's a Pic-A-Nic;Yogi Bear;5.2;220
80000000;"[{""id"": 37, ""name"": ""Western""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]";9023;41.670544;2002-05-24;122563539;83;Leader. Hero. Legend.;Spirit: Stallion of the Cimarron;7.4;831
80000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}]";38317;27.46264;2011-07-06;169852759;102;Welcome to his jungle.;Zookeeper;5.3;498
80000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]";2157;17.455024;1998-04-03;136159423;130;Danger, Will Robinson!;Lost in Space;5;388
80000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]";14462;21.394281;2004-07-30;96105964;129;This summer everything is under control.;The Manchurian Candidate;6.2;393
0;"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]";161795;0.605645;1998-04-22;0;117;Your future is set...;Déjà Vu;8;1
80000000;"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]";159824;61.692197;2015-09-21;473226958;89;They're back to raise a little terror;Hotel Transylvania 2;6.7;1497
80000000;"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}]";49948;14.530946;1999-12-17;90874570;74;;Fantasia 2000;7;292
80000000;"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]";2135;25.978555;2002-03-04;123729176;96;The greatest adventure THROUGH all time!;The Time Machine;5.8;631
90000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]";9822;6.643778;1998-12-25;0;114;Survival is an instinct.;Mighty Joe Young;5.9;208
102000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]";9705;36.788745;2001-06-07;147080413;99;Log On. Hack In. Go Anywhere. Get Everything.;Swordfish;6.1;932
75000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]";1656;31.054334;2005-10-24;142400065;129;The original caped crusader is back!;The Legend of Zorro;5.9;893
85000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]";12159;21.891078;1998-10-02;71485043;113;After life there is more. The end is just the beginning.;What Dreams May Come;6.8;577
85000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]";9678;18.335992;2000-11-10;0;90;He's Never Been To Earth. He's Never Even Slept Over Some Other Dude's House.;Little Nicky;5.2;438
88000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]";4442;40.138009;2005-08-26;105316267;118;Eliminating Evil Since 1812.;The Brothers Grimm;5.6;818
70000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]";75;44.090535;1996-12-12;101371017;106;Nice planet. We'll take it!;Mars Attacks!;6.1;1509
0;"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]";330770;3.300061;2015-09-14;0;81;;Evolution;6.4;47
0;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]";9433;20.632673;1997-09-06;43312294;117;They were fighting over a woman when the plane went down. Now, their only chance for survival is each other.;The Edge;6.7;349
80000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]";19959;36.664991;2009-09-24;122444772;89;How do you save humanity when the only thing that's real is you?;Surrogates;5.9;1195
80000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]";11973;18.26121;2000-12-24;34566746;145;You'll never believe how close we came;Thirteen Days;6.9;189
80000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]";11228;16.681269;1996-12-06;159212469;115;No air. No escape. No time.;Daylight;5.8;378
80000000;"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]";77951;10.088006;2013-12-18;126546518;87;The Greatest Adventure in 70 Million Years;Walking With Dinosaurs;5.2;133
44000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10752, ""name"": ""War""}]";5491;7.89147;2000-05-10;21400000;118;Take Back The Planet;Battlefield Earth;3;255
80000000;"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]";10715;16.715631;2003-11-14;68514844;90;Real life has never been so animated.;Looney Tunes: Back in Action;5.6;297
80000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]";10197;9.357734;2009-12-03;53825515;112;This Holiday Season, Be Italian;Nine;5.1;165
80000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]";9562;11.22268;2003-11-26;19480739;116;They had to travel into the past to save the future;Timeline;5.4;318
80000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]";9922;14.564667;1997-12-25;17626234;177;The year is 2013. One man walked in off the horizon and hope came with him.;The Postman;6.1;299
